,average_rating,num_pages,ratings_count,text_reviews_count,written_books,followers,quotes,discussions,questions,belongs_to_series,main_author,number_of_collaborators,merged_languages,publication_year,main_publisher
8600,3.35,120,83,6,283.0,9.0,0.0,0.0,0.0,0,Mike Kennedy,2,eng,2001.0,Dark Horse Books
8601,3.91,310,548,26,160.0,372.0,0.0,1.0,0.0,1,Greg Cox,3,eng,2004.0,Pocket Star
8602,2.89,368,541,100,48.0,371.0,0.0,1.0,0.0,0,Gail Godwin,1,eng,2007.0,Ballantine Books
8603,4.09,24,33,2,85.0,499.0,1.0,10.0,4.0,0,P.D. Eastman,2,non-eng,2003.0,Random House Para Ninos
8604,3.76,148,6782,309,921.0,4862.0,15.0,6.0,5.0,0,T.S. Eliot,1,eng,1964.0,Harcourt Brace Jovanovich
8605,3.86,368,649,56,22.0,59.0,1.0,0.0,0.0,0,Frances Gies,2,eng,1995.0,Harper Perennial
8606,4.36,890,152,11,33.0,3080.0,137.0,54.0,11.0,0,Rohinton Mistry,2,non-eng,2001.0,Le Livre de Poche
8607,3.04,142,767,31,7.0,1.0,0.0,0.0,0.0,0,Rosie Daley,2,eng,1994.0,Knopf
8608,3.77,252,89,6,28700.0,42100.0,112.0,5.0,0.0,0,William Shakespeare,2,eng,2003.0,Cambridge University Press
8609,3.77,593,501,43,28700.0,42100.0,112.0,5.0,0.0,0,William Shakespeare,2,eng,2002.0,Bloomsbury Arden Shakespeare
8610,3.77,240,27,3,28700.0,42100.0,112.0,5.0,0.0,0,William Shakespeare,2,eng,1984.0,Cambridge University Press
8611,3.82,192,2738,218,21.0,766.0,7.0,1.0,0.0,0,Ursula Hegi,3,eng,1998.0,Touchstone
8612,3.86,304,259,34,21.0,766.0,0.0,0.0,0.0,0,Ursula Hegi,1,eng,1998.0,Touchstone
8613,3.48,387,10136,978,24.0,87800.0,125.0,2.0,1.0,0,Janet Fitch,1,eng,2006.0,Little Brown and Company
8614,3.81,355,582,30,28700.0,42100.0,138.0,36.0,15.0,0,William Shakespeare,3,eng,2003.0,W. W. Norton & Company
8615,3.65,352,1365,16,208.0,132.0,0.0,0.0,0.0,1,Jean Rabe,1,eng,2002.0,Wizards of the Coast
8616,3.56,69,1422,76,119.0,412.0,2.0,0.0,0.0,0,Aimé Césaire,2,eng,2002.0,Theatre Communications Group
8617,3.94,312,2820,76,28700.0,42100.0,178.0,157.0,10.0,0,William Shakespeare,2,eng,1979.0,Arden Shakespeare
8618,3.96,64,19,2,1249.0,121.0,0.0,0.0,0.0,0,SparkNotes,2,eng,2002.0,SparkNotes
8619,3.94,168,144,10,28600.0,42100.0,178.0,157.0,10.0,0,William Shakespeare,2,eng,2003.0,Cambridge University Press
8620,3.92,388,13,2,24.0,938.0,62.0,64.0,11.0,0,John Berendt,1,non-eng,1998.0,Pocket
8621,4.24,806,6,1,7.0,0.0,13.0,0.0,0.0,0,Michel de Montaigne,1,non-eng,2002.0,Arléa
8622,3.76,120,21,4,8.0,0.0,0.0,0.0,0.0,0,Amy L. Marsland,1,eng,1968.0,Cliffs Notes
8623,4.17,1232,3873,459,5441.0,11600.0,2456.0,351.0,87.0,0,Victor Hugo,2,eng,1982.0,Penguin Classics
8624,3.94,344,219,24,138.0,778.0,0.0,0.0,0.0,0,Stephen Greenblatt,1,eng,2002.0,Princeton University Press
8625,4.01,256,64,9,1.0,1.0,0.0,0.0,0.0,0,Sarah K. Herz,2,eng,2005.0,Greenwood
8626,4.02,249,822,58,28700.0,42100.0,524.0,130.0,31.0,0,William Shakespeare,3,eng,2003.0,Yale University Press
8627,4.02,270,149,13,62.0,3.0,524.0,130.0,31.0,0,William Shakespeare,3,eng,2003.0,Cambridge University Press
8628,3.74,142,237,18,28600.0,42100.0,388.0,168.0,96.0,0,William Shakespeare,2,eng,2005.0,Oxford University Press
8629,3.74,111,223,20,28700.0,42100.0,388.0,168.0,96.0,0,William Shakespeare,2,eng,2003.0,Prestwick House
8630,3.74,278,273,10,17.0,2.0,388.0,168.0,96.0,0,William Shakespeare,3,eng,2003.0,Cambridge University Press
8631,3.74,231,65,3,28600.0,42100.0,388.0,168.0,96.0,0,William Shakespeare,3,eng,2000.0,Hungry Minds
8632,3.91,88,52,8,1218.0,121.0,0.0,0.0,0.0,0,SparkNotes,3,eng,2002.0,SparkNotes
8633,3.74,350,219,13,28700.0,42100.0,388.0,168.0,96.0,0,William Shakespeare,2,eng,2012.0,Bloomsbury Arden Shakespeare
8634,3.74,363,2,0,6.0,0.0,0.0,8.0,4.0,0,Christina Schwarz,2,non-eng,2003.0,Robert Laffont
8635,3.87,213,3778,457,612.0,11300.0,229.0,12.0,8.0,0,Haruki Murakami,2,eng,2000.0,Vintage
8636,4.1,208,526,63,60.0,253.0,12.0,0.0,0.0,0,Stewart Brand,1,eng,2000.0,Basic Books
8637,3.46,104,318,6,1056.0,1693.0,0.0,0.0,0.0,1,Francine Pascal,2,eng,1989.0,Bantam
8638,4.19,268,1842,104,1173.0,7810.0,936.0,68.0,81.0,0,Dale Carnegie,1,eng,2006.0,Vermilion
8639,4.19,256,210,21,1174.0,7812.0,934.0,68.0,81.0,0,Dale Carnegie,1,eng,1994.0,Cedar Books
8640,3.96,208,428,44,10.0,11.0,1.0,0.0,1.0,0,Donna Dale Carnegie,1,eng,2005.0,Simon Schuster
8641,4.03,288,5719,484,22.0,450.0,42.0,2.0,1.0,0,Charles Wheelan,1,eng,2003.0,W. W. Norton Company
8642,4.0,218,908,63,49.0,161.0,5.0,0.0,0.0,0,Pavel Tsatsouline,1,eng,2010.0,Dragon Door Publications
8643,3.95,256,6724,325,267.0,512.0,9.0,0.0,1.0,0,Desmond Morris,1,eng,1999.0,Delta
8644,3.38,216,413,53,23.0,13.0,0.0,0.0,0.0,0,Doug Lansky,1,eng,2005.0,Travelers' Tales
8645,4.07,312,183882,9427,107.0,4537.0,205.0,21.0,7.0,0,Anthony Bourdain,1,eng,2007.0,Ecco
8646,4.09,268,1359,48,13.0,248.0,2.0,0.0,1.0,0,Michael J. Mauboussin,1,eng,2006.0,Columbia University Press
8647,3.92,246,23657,692,162.0,2283.0,49.0,0.0,2.0,0,Donald Miller,1,eng,2004.0,Thomas Nelson
8648,4.58,624,433,34,161.0,21900.0,2.0,0.0,0.0,1,Douglas Adams,1,eng,1989.0,Longmeadow Press
8649,3.9,184,155,18,5.0,2.0,0.0,1.0,0.0,0,Robbie Stamp,2,eng,2005.0,Newmarket Press
8650,4.35,560,188,24,2691.0,82500.0,172.0,46.0,12.0,0,Stephen King,1,eng,1983.0,Futura
8651,4.02,276,8606,670,21.0,819.0,21.0,0.0,0.0,0,Greg Behrendt,2,eng,2006.0,Harmony
8652,3.66,352,10771,921,25.0,2106.0,15.0,7.0,0.0,0,Max Barry,1,eng,2004.0,Abacus
8653,4.17,312,8922,559,29.0,595.0,10.0,13.0,5.0,0,Gloria Naylor,1,eng,1989.0,Vintage
8654,3.91,192,488,66,24.0,1040.0,8.0,0.0,1.0,0,Sigrid Nunez,1,eng,2005.0,Picador
8655,3.92,128,134,32,24.0,1040.0,0.0,1.0,0.0,0,Sigrid Nunez,1,eng,2007.0,Soft Skull Press
8656,4.17,348,170,22,514.0,777.0,38.0,12.0,1.0,0,Karel Čapek,4,eng,1996.0,Northwestern University Press
8657,4.18,361,15096,452,88.0,6274.0,63.0,5.0,2.0,0,Michio Kaku,1,eng,2006.0,Anchor
8658,3.85,342,10361,531,92.0,7258.0,7.0,4.0,2.0,1,Joanne Fluke,1,eng,2007.0,Kensington Publishing Corporation
8659,3.91,382,12503,532,92.0,7258.0,5.0,3.0,1.0,1,Joanne Fluke,1,eng,2007.0,Kensington Publishing Corporation
8660,3.92,384,11633,554,92.0,7258.0,19.0,1.0,1.0,1,Joanne Fluke,1,eng,2006.0,Kensington
8661,3.85,320,14668,881,92.0,7258.0,9.0,3.0,1.0,1,Joanne Fluke,1,eng,2002.0,Kensington
8662,3.87,352,12820,637,92.0,7258.0,10.0,2.0,4.0,1,Joanne Fluke,1,eng,2004.0,Kensington
8663,3.75,321,35450,1953,84.0,90100.0,46.0,3.0,4.0,0,Christopher Moore,1,eng,2004.0,Harper
8664,3.75,380,11510,691,92.0,7258.0,3.0,5.0,2.0,1,Joanne Fluke,1,eng,2005.0,Kensington Publishing Corporation
8665,3.71,436,31829,1971,92.0,7258.0,16.0,24.0,13.0,1,Joanne Fluke,1,eng,2006.0,Kensington
8666,3.87,310,13669,694,92.0,7258.0,5.0,2.0,1.0,1,Joanne Fluke,1,eng,2003.0,Kensington
8667,3.77,144,115,21,13.0,3.0,0.0,0.0,0.0,0,Eric H.F. Law,1,eng,1993.0,Chalice Press
8668,4.06,320,480,28,72.0,334.0,0.0,0.0,0.0,0,Al Ries,2,eng,2005.0,Harper Business
8669,4.04,246,126,9,72.0,334.0,31.0,3.0,4.0,0,Al Ries,2,eng,2001.0,McGraw-Hill Education
8670,4.05,143,13851,462,72.0,334.0,15.0,3.0,1.0,0,Al Ries,2,eng,1994.0,Harper Business
8671,3.82,240,40,5,72.0,334.0,0.0,0.0,0.0,0,Al Ries,2,eng,1992.0,Plume
8672,3.83,328,42028,2416,84.0,90100.0,54.0,3.0,4.0,1,Christopher Moore,1,eng,2007.0,William Morrow
8673,3.94,300,52843,1868,84.0,90100.0,55.0,13.0,4.0,1,Christopher Moore,1,eng,2004.0,HarperCollins
8674,3.8,325,27534,1247,84.0,90100.0,29.0,0.0,1.0,0,Christopher Moore,1,eng,2004.0,Harper Perennial
8675,4.07,387,90947,5477,84.0,90100.0,145.0,34.0,6.0,1,Christopher Moore,1,eng,2006.0,William Morrow
8676,3.83,256,37206,1353,84.0,90100.0,30.0,3.0,0.0,1,Christopher Moore,1,eng,2004.0,Perennial 
8677,3.87,304,29113,1203,84.0,90100.0,17.0,5.0,1.0,1,Christopher Moore,1,eng,2004.0,William Morrow Paperbacks
8678,3.94,320,2,1,103.0,262.0,0.0,0.0,0.0,0,Bill Buford,21,eng,2013.0,Granta Books
8679,4.37,421,1299,71,652.0,493.0,0.0,0.0,1.0,1,Will Eisner,2,eng,2006.0,W. W. Norton Company
8680,4.08,164,1789,30,652.0,493.0,0.0,1.0,0.0,0,Will Eisner,1,eng,1996.0,Poorhouse Press
8681,3.92,187,786,95,652.0,493.0,0.0,0.0,0.0,0,Will Eisner,2,eng,2005.0,DC Comics
8682,3.74,160,1109,134,652.0,493.0,0.0,0.0,1.0,0,Will Eisner,4,eng,2006.0,W. W. Norton Company
8683,4.31,200,42,2,652.0,493.0,0.0,0.0,0.0,0,Will Eisner,1,eng,2004.0,Dark Horse Comics
8684,4.33,416,3697,83,2697.0,2342.0,0.0,0.0,0.0,1,Robert E. Howard,3,eng,2005.0,Del Rey
8685,3.31,90,130,16,79.0,6.0,0.0,0.0,0.0,0,Akira Yoshida,4,eng,2006.0,Dark Horse Books
8686,4.45,320,7011,39,113.0,57.0,0.0,3.0,0.0,0,Sandy Petersen,2,eng,2005.0,Chaosium
8687,4.22,420,809,74,3022.0,16800.0,33.0,17.0,5.0,0,H.P. Lovecraft,1,eng,2002.0,Penguin Books
8688,3.71,170,41,1,19.0,1.0,0.0,0.0,0.0,0,Lynn Willis,9,eng,2002.0,Chaosium
8689,3.63,180,27,2,29.0,48.0,0.0,0.0,0.0,0,William    Jones,1,eng,2005.0,Chaosium
8690,3.92,208,65,1,39.0,1.0,0.0,0.0,0.0,0,Keith Herber,4,eng,2003.0,Chaosium
8691,3.86,189,18,0,157.0,332.0,0.0,0.0,0.0,0,Cody Goodfellow,1,eng,2006.0,Chaosium
8692,4.12,242,38,0,150.0,4.0,0.0,0.0,0.0,0,Sam Johnson,2,eng,2005.0,Chaosium
8693,4.45,288,34,1,113.0,57.0,0.0,3.0,0.0,0,Sandy Petersen,2,eng,2000.0,Chaosium
8694,3.9,180,63,2,39.0,0.0,0.0,0.0,0.0,0,Sandy Petersen,1,eng,2004.0,Chaosium
8695,3.67,211,45,4,74.0,89.0,0.0,0.0,0.0,0,Stephen Mark Rainey,10,eng,2005.0,Chaosium
8696,3.88,394,142879,3087,5190.0,10500.0,192.0,87.0,22.0,1,Jules Verne,2,eng,2002.0,Barnes & Noble
8697,3.88,434,100949,7615,34.0,793.0,24.0,24.0,12.0,1,Jim Fergus,1,eng,1999.0,St. Martin's Griffin
8698,3.83,436,4473,232,18.0,196.0,8.0,2.0,0.0,0,William Easterly,1,eng,2007.0,Penguin Books
8699,4.19,128,53669,2526,55.0,259.0,94.0,12.0,8.0,0,William Strunk Jr.,2,eng,1999.0,Pearson
8700,3.99,449,1683,120,2035.0,4679.0,894.0,360.0,54.0,0,Bram Stoker,1,eng,1994.0,Penguin Books
8701,3.59,314,2000,238,19.0,543.0,5.0,1.0,1.0,1,Marta Acosta,1,eng,2006.0,Pocket Books
8702,3.79,431,230,28,1438.0,6145.0,1083.0,438.0,73.0,0,Mary Wollstonecraft Shelley,2,eng,2006.0,Pearson
8703,4.02,71,469,40,20.0,3.0,2.0,0.0,0.0,0,Candace Ward,1,eng,1997.0,Dover Publications
8704,3.9,343,72,6,11.0,3.0,0.0,0.0,0.0,0,Michael J. Lyons,1,eng,2003.0,Routledge
8705,3.95,352,353,43,11.0,12.0,6.0,0.0,1.0,0,James L. Stokesbury,1,eng,1981.0,William Morrow Paperbacks
8706,4.32,453,185,11,710.0,4038.0,3.0,0.0,0.0,0,Richard Matheson,4,eng,2005.0,Gauntlet Press
8707,4.09,336,6502,272,710.0,4038.0,4.0,3.0,3.0,0,Richard Matheson,2,eng,2002.0,Tor Books
8708,3.25,223,527,60,710.0,4038.0,2.0,1.0,0.0,0,Logan Swanson,2,eng,2005.0,Tor Books
8709,3.79,301,29779,1488,710.0,4038.0,11.0,29.0,7.0,0,Richard Matheson,1,eng,2004.0,Severn House Publishers
8710,3.69,385,150,14,710.0,4038.0,0.0,0.0,0.0,0,Richard Matheson,1,eng,2005.0,Forge Books
8711,3.48,320,423,44,710.0,4038.0,0.0,0.0,0.0,0,Richard Matheson,1,eng,2003.0,Forge Books
8712,4.04,400,1824,71,710.0,4038.0,0.0,0.0,0.0,0,Richard Matheson,2,eng,2003.0,Tor Books
8713,3.95,288,9298,830,710.0,4038.0,54.0,2.0,3.0,0,Richard Matheson,1,eng,2004.0,Tor Books
8714,4.5,48,8,0,679.0,131.0,0.0,0.0,0.0,0,Ian Edginton,2,eng,2005.0,IDW Publishing
8715,4.02,520,42,3,710.0,4038.0,0.0,0.0,0.0,0,Richard Matheson,2,eng,2007.0,Gauntlet Press
8716,3.77,240,1800,168,57.0,722.0,0.0,0.0,1.0,0,Ha Jin,1,eng,2001.0,Vintage
8717,3.88,224,356,28,57.0,722.0,1.0,0.0,0.0,0,Ha Jin,1,eng,1998.0,Steerforth
8718,3.81,205,419,26,57.0,722.0,0.0,0.0,0.0,0,Ha Jin,1,eng,1998.0,Vintage
8719,3.77,225,49,9,57.0,722.0,0.0,0.0,1.0,0,Ha Jin,1,eng,2001.0,Vintage
8720,3.71,160,1252,122,57.0,722.0,0.0,1.0,0.0,0,Ha Jin,1,eng,2002.0,Vintage
8721,3.91,159,26776,1630,48.0,6492.0,15.0,34.0,27.0,0,S.E. Hinton,1,eng,1998.0,Speak
8722,3.13,289,2157,288,40.0,6491.0,3.0,3.0,3.0,0,S.E. Hinton,1,eng,2005.0,Tor Books
8723,4.45,448,507,31,40.0,6491.0,0.0,0.0,0.0,0,S.E. Hinton,1,eng,1995.0,HarperCollins Publishers
8724,3.0,240,1,0,13.0,2.0,0.0,0.0,0.0,0,Allen J. Frantzen,11,eng,1994.0,Cruithne Press
8725,4.37,602,35,1,870.0,21700.0,1248.0,148.0,52.0,0,John Steinbeck,1,eng,1992.0,Turtleback Books
8726,4.19,500,25552,1637,84.0,815.0,33.0,13.0,5.0,0,Anya Seton,2,eng,2004.0,Chicago Review Press
8727,4.03,32,261,19,56.0,40.0,0.0,0.0,0.0,0,Alice Dalgliesh,2,eng,1995.0,Aladdin
8728,3.24,32,126,16,47.0,13.0,0.0,0.0,0.0,0,Bethany Roberts,2,eng,2004.0,Clarion Books
8729,3.72,40,325,104,69.0,30.0,0.0,1.0,1.0,0,Janet S. Wong,2,eng,2006.0,HMH Books for Young Readers
8730,4.04,400,795,79,1509.0,34200.0,10.0,7.0,6.0,1,James Patterson,1,eng,2000.0,Little Brown and Company
8731,4.07,448,62523,1674,1509.0,34200.0,2.0,9.0,7.0,1,James Patterson,2,eng,2006.0,Vision
8732,3.86,210,307,28,1509.0,34200.0,0.0,1.0,4.0,0,James Patterson,1,eng,1980.0,McGraw-Hill Companies
8733,3.5,568,2427,208,1509.0,34200.0,0.0,0.0,0.0,0,James Patterson,33,eng,2006.0,Mira Books
8734,4.15,405,80643,2270,1509.0,34200.0,97.0,64.0,12.0,1,James Patterson,1,eng,2007.0,Little Brown and Company
8735,4.08,471,24,4,1509.0,34200.0,18.0,32.0,28.0,1,James Patterson,1,eng,2002.0,Turtleback Books
8736,3.95,288,323,63,22.0,41.0,0.0,1.0,0.0,0,James N. Frey,1,eng,2004.0,St. Martin's Press
8737,3.92,272,204,26,42.0,1045.0,1.0,0.0,0.0,0,Robert D. Kaplan,1,eng,2005.0,Vintage
8738,3.94,352,3080,287,42.0,1045.0,10.0,1.0,0.0,0,Robert D. Kaplan,1,eng,2005.0,Picador
8739,3.92,272,32,9,42.0,1045.0,1.0,0.0,0.0,0,Robert D. Kaplan,1,eng,2004.0,Random House
8740,3.76,285,112,18,11.0,855.0,9.0,12.0,3.0,0,Åsne Seierstad,1,non-eng,2004.0,Grupo Océano
8741,3.76,301,1,0,15.0,0.0,9.0,12.0,3.0,0,Åsne Seierstad,1,non-eng,2003.0,Claassen Verlag
8743,3.67,80,3,1,32.0,0.0,0.0,0.0,0.0,0,Susan Oliver,2,eng,2004.0,Harry N. Abrams
8744,3.83,404,235032,6613,127.0,38400.0,74.0,16.0,8.0,0,Sophie Kinsella,1,eng,2006.0,Dial Press Trade Paperback
8745,3.63,325,12765,185,64.0,400.0,0.0,22.0,0.0,0,Lauren Henderson,21,eng,2004.0,Red Dress Ink
8746,3.84,374,333613,9326,127.0,38400.0,38.0,24.0,27.0,0,Sophie Kinsella,1,eng,2005.0,Dell Publishing Company
8747,3.78,336,15184,445,85.0,7309.0,6.0,2.0,1.0,0,Jennifer Crusie,1,eng,2004.0,St. Martin's Paperbacks
8748,3.94,416,28903,918,85.0,7309.0,24.0,0.0,1.0,1,Jennifer Crusie,1,eng,2004.0,St. Martin's Paperbacks
8749,3.92,448,16644,665,85.0,7309.0,17.0,2.0,2.0,1,Jennifer Crusie,1,eng,2004.0,St. Martin's Paperbacks
8750,3.8,283,17677,872,85.0,7309.0,8.0,2.0,1.0,0,Jennifer Crusie,1,eng,2006.0,HQN Books
8751,3.71,248,12528,596,85.0,7309.0,11.0,1.0,0.0,0,Jennifer Crusie,1,eng,2001.0,MIRA
8752,3.64,256,5707,243,85.0,7309.0,10.0,2.0,0.0,0,Jennifer Crusie,1,eng,2002.0,MIRA
8753,3.77,328,13317,697,85.0,7309.0,18.0,4.0,2.0,0,Jennifer Crusie,1,eng,2007.0,HQN
8754,3.48,391,3252,233,85.0,7309.0,1.0,0.0,1.0,0,Jennifer Crusie,3,eng,2007.0,St. Martin's Paperbacks
8755,3.92,420,18,1,85.0,7309.0,17.0,2.0,2.0,0,Jennifer Crusie,2,non-eng,2005.0,Planeta Publishing
8756,3.94,480,15,1,85.0,7309.0,24.0,0.0,1.0,0,Jennifer Crusie,1,non-eng,2001.0,Goldmann Verlag
8757,3.55,197,926,140,85.0,7309.0,6.0,0.0,0.0,0,Jennifer Crusie,3,eng,2007.0,Smart Pop
8758,3.72,415,4,0,58.0,21600.0,50.0,12.0,6.0,0,Jennifer Weiner,2,non-eng,2003.0,Umbriel
8759,3.54,400,2729,105,22.0,181.0,0.0,0.0,0.0,0,Anna Maxted,1,eng,2004.0,William Morrow Paperbacks
8760,3.44,128,9,0,22.0,181.0,0.0,0.0,0.0,0,Anna Maxted,1,eng,2000.0,Carlton Publishing Group
8761,3.89,224,9,2,1.0,0.0,0.0,0.0,0.0,0,Anna Maxted,1,eng,2000.0,HarperCollins Publishers Ltd
8762,3.53,432,5826,207,22.0,181.0,0.0,1.0,0.0,0,Anna Maxted,1,eng,2002.0,William Morrow Paperbacks
8764,3.68,464,34,3,106.0,156.0,0.0,0.0,0.0,0,Michelle Lovric,1,eng,2005.0,Abacus
8765,4.03,413,6206,599,14.0,462.0,9.0,0.0,1.0,0,Danzy Senna,1,eng,1999.0,Riverhead Books
8766,3.85,544,4874,154,164.0,6538.0,3.0,0.0,1.0,0,Nelson DeMille,1,eng,1991.0,Grand Central Publishing
8767,4.19,720,26514,1008,164.0,6539.0,20.0,5.0,1.0,1,Nelson DeMille,1,eng,2002.0,Grand Central Publishing
8768,4.17,880,8296,275,164.0,6538.0,8.0,2.0,0.0,0,Nelson DeMille,1,eng,1998.0,Grand Central Publishing
8769,4.03,592,36285,1662,164.0,6539.0,60.0,4.0,18.0,1,Nelson DeMille,1,eng,2002.0,Grand Central Publishing
8770,3.67,564,49,6,164.0,6539.0,12.0,0.0,0.0,0,Nelson DeMille,1,eng,2008.0,Sphere
8771,4.02,880,14537,702,164.0,6538.0,9.0,5.0,4.0,0,Nelson DeMille,1,eng,2003.0,Vision
8772,3.85,470,2,1,164.0,6539.0,3.0,0.0,1.0,0,Nelson DeMille,1,non-eng,2002.0,Ullstein
8773,3.85,640,28,1,164.0,6539.0,3.0,0.0,1.0,0,Nelson DeMille,1,eng,2000.0,Sphere
8774,4.1,432,5382,224,24.0,1765.0,35.0,0.0,0.0,0,Kay Redfield Jamison,1,eng,2000.0,Vintage
8775,4.17,317,3158,252,59.0,302.0,24.0,2.0,1.0,0,Reinaldo Arenas,2,eng,2001.0,Serpents Tail
8776,4.14,560,8188,139,47.0,1175.0,1.0,1.0,1.0,1,C.S. Friedman,1,eng,2005.0,DAW
8777,3.87,416,981,106,211.0,1965.0,1.0,0.0,0.0,0,Anne Stuart,1,eng,1995.0,Onyx
8778,3.44,436,41,3,5.0,2.0,0.0,0.0,0.0,0,Linda  Anderson,1,eng,2000.0,Pocket Books
8779,3.39,74,23,6,45.0,46.0,0.0,0.0,0.0,0,Keith Gray,1,eng,2007.0,Barrington Stoke
8780,3.7,208,642,80,94.0,1032.0,0.0,1.0,0.0,0,Carolyn Meyer,1,eng,1992.0,HMH Books for Young Readers
8781,4.47,243,499,11,7.0,60.0,0.0,0.0,0.0,0,Quentin Carter,1,eng,2006.0,Triple Crown Publications
8782,3.77,232,66,7,9.0,0.0,0.0,0.0,1.0,0,Quentin W. Fleming,2,eng,2006.0,Project Management Institute
8783,3.25,352,50,3,86.0,11.0,0.0,0.0,0.0,0,Edwin Page,1,eng,2005.0,Marion Boyars Publishers Ltd
8784,4.36,332,12,2,108.0,104.0,2.0,0.0,0.0,0,Quentin Skinner,1,eng,1979.0,Cambridge University Press
8785,3.9,656,44,6,233.0,4370.0,15.0,12.0,0.0,0,Maeve Binchy,1,eng,2006.0,Orion (an Imprint of The Orion Publishing Group Ltd )
8786,4.0,224,29,2,10.0,10.0,0.0,0.0,0.0,0,Aljean Harmetz,1,eng,1996.0,Harry N. Abrams
8787,4.28,476,2738,135,92.0,247.0,4.0,1.0,0.0,0,Andre Dubus,1,eng,1995.0,Vintage
8788,4.33,195,351,45,92.0,247.0,6.0,0.0,0.0,0,Andre Dubus,1,eng,1992.0,David R. Godine Publisher
8789,4.16,148,870,74,92.0,247.0,2.0,0.0,1.0,0,Andre Dubus,2,eng,2002.0,Vintage
8790,3.69,422,10534,1578,33.0,1747.0,31.0,7.0,8.0,0,Charles Frazier,1,eng,2006.0,Random House
8791,3.21,344,13,1,6.0,2.0,0.0,0.0,0.0,0,Paul A. Sabatier,6,eng,2005.0,The MIT Press
8792,3.66,192,15106,1558,17.0,1269.0,18.0,10.0,5.0,0,Sara Zarr,1,eng,2007.0,Little Brown Books for Young Readers
8793,3.75,215,8,0,6.0,1.0,0.0,0.0,0.0,0,Sharon Rose Wilson,3,eng,1996.0,Modern Language Association of America
8794,3.99,291,213178,10160,82.0,12800.0,140.0,60.0,15.0,0,Jhumpa Lahiri,1,eng,2004.0,Mariner Books
8795,3.59,239,34,4,25.0,484.0,0.0,0.0,0.0,0,Donna Freitas,1,eng,2004.0,Jossey-Bass
8796,3.96,256,1630,84,173.0,1245.0,2.0,0.0,0.0,0,Stephen Jay Gould,1,eng,1997.0,Three Rivers Press (CA)
8797,4.09,480,721,17,173.0,1245.0,0.0,0.0,0.0,0,Stephen Jay Gould,1,eng,1994.0,W.W. Norton & Company
8798,3.92,240,321,19,173.0,1245.0,0.0,0.0,0.0,0,Stephen Jay Gould,1,eng,1988.0,Harvard University Press
8799,3.63,288,397,29,173.0,1245.0,1.0,0.0,0.0,0,Stephen Jay Gould,1,eng,2004.0,Three Rivers Press
8800,4.11,343,5726,75,173.0,1245.0,4.0,1.0,2.0,0,Stephen Jay Gould,1,eng,1992.0,W. W. Norton Company
8801,4.15,544,2608,55,173.0,1245.0,9.0,0.0,0.0,0,Stephen Jay Gould,1,eng,1992.0,W. W. Norton Company
8802,4.1,413,1730,43,173.0,1245.0,4.0,0.0,0.0,0,Stephen Jay Gould,1,eng,1994.0,W.W. Norton & Company (NY)
8803,4.25,672,363,29,173.0,1245.0,0.0,1.0,0.0,0,Stephen Jay Gould,4,eng,2007.0,W. W. Norton Company
8804,4.16,288,1080,112,97.0,1203.0,36.0,0.0,0.0,0,Elisabeth Kübler-Ross,1,eng,1998.0,Scribner
8805,3.31,351,4,0,3.0,0.0,0.0,0.0,0.0,0,James B. Stiff,2,eng,2002.0,The Guilford Press
8806,3.99,325,2956,242,89.0,3810.0,25.0,61.0,24.0,1,Joseph Delaney,1,eng,2005.0,Red Fox
8807,4.12,478,24,1,13.0,18.0,0.0,0.0,0.0,0,Jim Hougan,1,eng,1978.0,William Morrow & Company
8808,3.93,288,256,28,5.0,36.0,0.0,0.0,0.0,0,Howard F. Lyman,4,eng,2005.0,Scribner
8809,3.95,194,12,3,11.0,54.0,0.0,0.0,0.0,0,Vicki Constantine Croke,2,eng,1999.0,Dutton Adult
8810,3.91,96,110,33,18.0,47.0,0.0,0.0,1.0,0,Donna M. Jackson,1,eng,2005.0,HMH Books for Young Readers
8811,3.6,592,3272,229,7.0,6.0,1.0,1.0,0.0,0,National Commission on Terrorist Attacks Upon The United States,1,eng,2004.0,W. W. Norton Company
8812,2.4,305,5415,577,17.0,931.0,0.0,2.0,1.0,0,Emma McLaughlin,2,eng,2005.0,Washington Square Press
8813,3.98,321,185,14,1785.0,2897.0,174.0,18.0,22.0,0,Charles Darwin,2,eng,2006.0,Dover Publications
8814,4.15,1024,513,34,1785.0,2897.0,0.0,0.0,1.0,0,Charles Darwin,2,eng,2003.0,Everyman's Library
8815,4.14,364,26,1,56.0,27.0,0.0,0.0,0.0,0,Theodosius Dobzhansky,3,eng,1982.0,Columbia University Press
8816,3.8,496,12,1,25.0,1.0,0.0,0.0,0.0,0,Michael D. Lyman,2,eng,2006.0,Prentice Hall
8817,4.25,192,4,1,7.0,3.0,0.0,0.0,0.0,0,Lyman S. Spitzer Jr.,1,eng,2006.0,Dover Publications
8818,4.21,536,1,0,25.0,1.0,0.0,0.0,0.0,0,Michael D. Lyman,1,eng,2004.0,Prentice Hall
8819,4.09,128,177,19,5538.0,3091.0,14.0,8.0,3.0,0,Rudyard Kipling,2,eng,2004.0,Candlewick
8820,4.06,911,13,3,5538.0,3091.0,1.0,0.0,0.0,0,Rudyard Kipling,1,eng,1994.0,Everyman
8821,4.09,210,39365,824,5545.0,3091.0,14.0,8.0,3.0,0,Rudyard Kipling,1,eng,2003.0,Gramercy Books
